date,interval_index,source_time_label,output_interval_label,load_actual_kw,pv_actual_kw,load_pred_prev_day_kw,load_pred_prev_week_kw,load_pred_expanding_mean_kw,load_pred_daytype_mean_kw,load_pred_ridge_kw,pv_pred_prev_day_kw,pv_pred_prev_week_kw,pv_pred_expanding_mean_kw,pv_pred_daytype_mean_kw,pv_pred_ridge_kw,pv_pred_official_kw,pv_pred_official_bias_corrected_kw,load_pred_selected_kw,load_selected_model,pv_pred_selected_kw,pv_selected_model,load_residual_kw,pv_residual_kw,net_load_actual_kw,net_load_pred_kw,net_load_residual_kw,forecast_available_at
2025-02-09,85,14:10:00,14:10-14:20,6393.223900,5101.511900,3526.906900,6343.924400,5705.716549,5085.400536,6107.107254,4816.162500,5466.544000,4749.612669,4728.215009,5219.641431,4424.054300,5640.311738,6343.924400,load_pred_prev_week_kw,4816.162500,pv_pred_prev_day_kw,49.299500,285.349400,1291.712000,1527.761900,-236.049900,2025-02-09 00:00:00
2025-02-09,86,14:20:00,14:20-14:30,6357.387400,4890.886200,3617.806300,6432.334600,5662.738987,5035.013764,6194.939240,4696.040800,5229.613300,4521.584064,4492.687873,5038.843285,4424.054300,5412.283133,6432.334600,load_pred_prev_week_kw,4696.040800,pv_pred_prev_day_kw,-74.947200,194.845400,1466.501200,1736.293800,-269.792600,2025-02-09 00:00:00
2025-02-09,87,14:30:00,14:30-14:40,6256.340000,4567.537500,3703.090000,6412.670000,5652.409744,4975.171818,6177.515057,4467.825000,5032.087500,4291.374038,4269.726136,4824.506785,4424.054300,5182.073108,6412.670000,load_pred_prev_week_kw,4467.825000,pv_pred_prev_day_kw,-156.330000,99.712500,1688.802500,1944.845000,-256.042500,2025-02-09 00:00:00
2025-02-09,88,14:40:00,14:40-14:50,6439.815200,4547.274000,3527.631600,6334.645000,5633.945772,4950.859264,6098.551745,4156.132900,4816.705900,4053.346087,4037.559764,4559.760922,4424.054300,4944.045156,6334.645000,load_pred_prev_week_kw,4156.132900,pv_pred_prev_day_kw,105.170200,391.141100,1892.541200,2178.512100,-285.970900,2025-02-09 00:00:00
2025-02-09,89,14:50:00,14:50-15:00,6380.140000,4442.688200,3504.453500,6283.515700,5610.666546,4927.955655,6048.516397,3962.413700,4446.811000,3795.858118,3774.098100,4274.886265,4424.054300,4686.557187,6283.515700,load_pred_prev_week_kw,3962.413700,pv_pred_prev_day_kw,96.624300,480.274500,1937.451800,2321.102000,-383.650200,2025-02-09 00:00:00
2025-02-09,90,15:00:00,15:00-15:10,6098.500000,4122.112500,3605.500000,6229.680000,5589.456410,4897.800909,5998.098793,3899.625000,3990.712500,3532.639423,3504.061364,4010.940469,4424.054300,4423.338492,6229.680000,load_pred_prev_week_kw,3899.625000,pv_pred_prev_day_kw,-131.180000,222.487500,1976.387500,2330.055000,-353.667500,2025-02-09 00:00:00
2025-02-09,91,15:10:00,15:10-15:20,6162.781600,3842.221200,3427.600700,6095.822500,5567.594231,4889.769855,5864.736065,3785.173000,3664.434300,3288.489938,3270.817936,3787.227538,2461.883600,3914.023105,6095.822500,load_pred_prev_week_kw,3785.173000,pv_pred_prev_day_kw,66.959100,57.048200,2320.560400,2310.649500,9.910900,2025-02-09 00:00:00
2025-02-09,92,15:20:00,15:20-15:30,6250.636800,3566.710500,3477.765800,6087.739000,5538.236279,4901.988218,5857.876535,3581.325000,3383.073300,3027.036367,3009.895755,3542.030486,2461.883600,3652.569533,6087.739000,load_pred_prev_week_kw,3581.325000,pv_pred_prev_day_kw,162.897800,-14.614500,2683.926300,2506.414000,177.512300,2025-02-09 00:00:00
2025-02-09,93,15:30:00,15:30-15:40,6199.510000,3293.625000,3707.630000,6190.570000,5522.069231,4919.681818,5962.182596,3301.312500,3070.350000,2739.770192,2712.913636,3243.202849,2461.883600,3365.303359,6190.570000,load_pred_prev_week_kw,3301.312500,pv_pred_prev_day_kw,8.940000,-7.687500,2905.885000,2889.257500,16.627500,2025-02-09 00:00:00
2025-02-09,94,15:40:00,15:40-15:50,6196.217400,3084.957400,3525.507600,6188.181900,5543.667464,4925.370064,5956.605628,2973.368000,2736.101000,2453.839956,2434.001255,2909.695305,2461.883600,3079.373123,6188.181900,load_pred_prev_week_kw,2973.368000,pv_pred_prev_day_kw,8.035500,111.589400,3111.260000,3214.813900,-103.553900,2025-02-09 00:00:00
2025-02-09,95,15:50:00,15:50-16:00,6259.430100,2814.593300,3309.516000,6219.206400,5533.087933,4909.030800,5982.904189,2635.765900,2390.116500,2165.511777,2144.962836,2565.399744,2461.883600,2791.044944,6219.206400,load_pred_prev_week_kw,2635.765900,pv_pred_prev_day_kw,40.223700,178.827400,3444.836800,3583.440500,-138.603700,2025-02-09 00:00:00
2025-02-09,96,16:00:00,16:00-16:10,6310.860000,2463.225000,3336.980000,6258.910000,5483.180769,4861.346364,6022.068313,2302.987500,2058.375000,1869.722115,1838.887500,2230.656265,2461.883600,2495.255282,6258.910000,load_pred_prev_week_kw,2302.987500,pv_pred_prev_day_kw,51.950000,160.237500,3847.635000,3955.922500,-108.287500,2025-02-09 00:00:00
2025-02-09,97,16:10:00,16:10-16:20,6253.871500,2135.177600,3495.782500,6141.167700,5456.664738,4789.376818,5910.438150,1972.302700,1767.997100,1569.520779,1543.692200,1917.875223,501.655400,1882.506485,6141.167700,load_pred_prev_week_kw,1972.302700,pv_pred_prev_day_kw,112.703800,162.874900,4118.693900,4168.865000,-50.171100,2025-02-09 00:00:00
2025-02-09,98,16:20:00,16:20-16:30,6121.604100,1810.195000,3536.917700,6137.488400,5449.250685,4767.039773,5907.618547,1674.501000,1483.767800,1272.773218,1255.929418,1624.420388,501.655400,1585.758923,6137.488400,load_pred_prev_week_kw,1674.501000,pv_pred_prev_day_kw,-15.884300,135.694000,4311.409100,4462.987400,-151.578300,2025-02-09 00:00:00
2025-02-09,99,16:30:00,16:30-16:40,5995.060000,1461.787500,3481.310000,6224.490000,5449.377436,4805.477273,5991.243076,1396.387500,1193.062500,984.736538,974.348864,1337.368659,501.655400,1297.722244,6224.490000,load_pred_prev_week_kw,1396.387500,pv_pred_prev_day_kw,-229.430000,65.400000,4533.272500,4828.102500,-294.830000,2025-02-09 00:00:00
2025-02-09,100,16:40:00,16:40-16:50,5936.756100,1101.644900,3512.492400,6105.919800,5437.451233,4812.065155,5876.441654,1091.839500,916.173900,705.356144,703.856673,1044.214450,501.655400,1018.341849,6105.919800,load_pred_prev_week_kw,1091.839500,pv_pred_prev_day_kw,-169.163700,9.805400,4835.111200,5014.080300,-178.969100,2025-02-09 00:00:00
2025-02-09,101,16:50:00,16:50-17:00,5882.959300,784.770800,3284.012400,6010.480200,5327.145795,4611.270473,5779.398925,791.771600,651.190000,429.985418,433.946236,759.275915,501.655400,742.971123,6010.480200,load_pred_prev_week_kw,791.771600,pv_pred_prev_day_kw,-127.520900,-7.000800,5098.188500,5218.708600,-120.520100,2025-02-09 00:00:00
2025-02-09,102,17:00:00,17:00-17:10,5900.710000,509.887500,2784.960000,6029.990000,5177.552051,4329.457273,5789.243454,504.675000,380.587500,191.726923,195.548864,477.866836,501.655400,504.712628,6029.990000,load_pred_prev_week_kw,504.675000,pv_pred_prev_day_kw,-129.280000,5.212500,5390.822500,5525.315000,-134.492500,2025-02-09 00:00:00
2025-02-09,103,17:10:00,17:10-17:20,6099.048200,240.358000,2438.549100,6026.173800,5145.625874,4290.532936,5779.162445,224.279600,112.356200,50.790118,52.311918,200.944210,0.000000,50.790118,6026.173800,load_pred_prev_week_kw,224.279600,pv_pred_prev_day_kw,72.874400,16.078400,5858.690200,5801.894200,56.796000,2025-02-09 00:00:00
2025-02-09,104,17:20:00,17:20-17:30,6128.325600,61.439500,2500.385000,6032.261400,5138.658587,4331.027564,5786.140890,49.630500,0.000000,4.824374,5.569773,55.341064,0.000000,4.824374,6032.261400,load_pred_prev_week_kw,49.630500,pv_pred_prev_day_kw,96.064200,11.809000,6066.886100,5982.630900,84.255200,2025-02-09 00:00:00
2025-02-09,105,17:30:00,17:30-17:40,6052.810000,0.000000,2752.420000,6161.510000,5175.728462,4377.119091,5916.390329,0.000000,0.000000,0.000000,0.000000,28.515681,0.000000,0.000000,6161.510000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-108.700000,0.000000,6052.810000,6161.510000,-108.700000,2025-02-09 00:00:00
2025-02-09,106,17:40:00,17:40-17:50,6138.816300,0.000000,2725.546500,6305.160900,5267.539523,4441.169518,6055.556909,0.000000,3.575800,1.390767,1.452936,28.024561,0.000000,1.390767,6305.160900,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-166.344600,0.000000,6138.816300,6305.160900,-166.344600,2025-02-09 00:00:00
2025-02-09,107,17:50:00,17:50-18:00,5413.762300,1.572000,2642.843300,5412.618400,4738.229610,4057.052491,5185.617478,1.068800,0.000000,0.133749,0.173118,24.422368,0.000000,0.133749,5412.618400,load_pred_prev_week_kw,1.068800,pv_pred_prev_day_kw,1.143900,0.503200,5412.190300,5411.549600,0.640700,2025-02-09 00:00:00
2025-02-09,108,18:00:00,18:00-18:10,4282.320000,0.000000,2680.810000,4082.260000,3895.727692,3475.827273,3891.928209,0.000000,0.000000,0.000000,0.000000,21.569555,0.000000,0.000000,4082.260000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,200.060000,0.000000,4282.320000,4082.260000,200.060000,2025-02-09 00:00:00
2025-02-09,109,18:10:00,18:10-18:20,4245.892300,0.000000,2763.176800,4095.677000,3798.885385,3473.548855,3906.347190,0.000000,0.256700,0.099844,0.104318,19.372215,0.000000,0.099844,4095.677000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,150.215300,0.000000,4245.892300,4095.677000,150.215300,2025-02-09 00:00:00
2025-02-09,110,18:20:00,18:20-18:30,4461.636300,0.112900,2710.905100,4472.501500,3907.092274,3591.085482,4271.847458,0.076700,0.000000,0.009597,0.012427,16.953675,0.000000,0.009597,4472.501500,load_pred_prev_week_kw,0.076700,pv_pred_prev_day_kw,-10.865200,0.036200,4461.523400,4472.424800,-10.901400,2025-02-09 00:00:00
2025-02-09,111,18:30:00,18:30-18:40,4393.350000,0.000000,2573.260000,4531.660000,3865.805128,3540.711818,4326.734429,0.000000,0.000000,0.000000,0.000000,14.595222,0.000000,0.000000,4531.660000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-138.310000,0.000000,4393.350000,4531.660000,-138.310000,2025-02-09 00:00:00
2025-02-09,112,18:40:00,18:40-18:50,4336.880600,0.000000,2579.063600,4527.633100,3863.592110,3494.887618,4322.752441,0.000000,0.018400,0.007131,0.007491,12.294160,0.000000,0.007131,4527.633100,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-190.752500,0.000000,4336.880600,4527.633100,-190.752500,2025-02-09 00:00:00
2025-02-09,113,18:50:00,18:50-19:00,4277.423100,0.008100,2671.551900,4424.796000,3869.816915,3506.121364,4224.209542,0.005500,0.000000,0.000608,0.000818,9.991687,0.000000,0.000608,4424.796000,load_pred_prev_week_kw,0.005500,pv_pred_prev_day_kw,-147.372900,0.002600,4277.415000,4424.790500,-147.375500,2025-02-09 00:00:00
2025-02-09,114,19:00:00,19:00-19:10,4257.370000,0.000000,2772.290000,4323.770000,3859.663846,3523.488182,4127.568017,0.000000,0.000000,0.000000,0.000000,7.712015,0.000000,0.000000,4323.770000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-66.400000,0.000000,4257.370000,4323.770000,-66.400000,2025-02-09 00:00:00
2025-02-09,115,19:10:00,19:10-19:20,4369.941300,0.000000,2836.774100,4404.858100,3863.901867,3471.558136,4207.427867,0.000000,0.001300,0.000333,0.000455,5.458962,0.000000,0.000333,4404.858100,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-34.916800,0.000000,4369.941300,4404.858100,-34.916800,2025-02-09 00:00:00
2025-02-09,116,19:20:00,19:20-19:30,4350.650900,0.000000,2756.719000,4312.818200,3867.969005,3444.851355,4116.214148,0.000000,0.000000,0.000000,0.000000,3.232120,0.000000,0.000000,4312.818200,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,37.832700,0.000000,4350.650900,4312.818200,37.832700,2025-02-09 00:00:00
2025-02-09,117,19:30:00,19:30-19:40,4264.540000,0.000000,2645.210000,4130.130000,3870.978718,3483.336364,3936.229121,0.000000,0.000000,0.000000,0.000000,1.037707,0.000000,0.000000,4130.130000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,134.410000,0.000000,4264.540000,4130.130000,134.410000,2025-02-09 00:00:00
2025-02-09,118,19:40:00,19:40-19:50,4417.727300,0.000000,2726.221000,4288.835600,3886.938705,3525.759491,4091.872242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4288.835600,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,128.891700,0.000000,4417.727300,4288.835600,128.891700,2025-02-09 00:00:00
2025-02-09,119,19:50:00,19:50-20:00,4422.248400,0.000000,2731.888900,4348.887100,3888.259254,3501.886182,4150.156756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4348.887100,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,73.361300,0.000000,4422.248400,4348.887100,73.361300,2025-02-09 00:00:00
2025-02-09,120,20:00:00,20:00-20:10,4253.230000,0.000000,2636.810000,4231.890000,3877.883590,3448.570000,4034.353056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4231.890000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,21.340000,0.000000,4253.230000,4231.890000,21.340000,2025-02-09 00:00:00
2025-02-09,121,20:10:00,20:10-20:20,4271.925500,0.000000,2686.367300,4286.123100,3886.898144,3469.478291,4087.760330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4286.123100,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-14.197600,0.000000,4271.925500,4286.123100,-14.197600,2025-02-09 00:00:00
2025-02-09,122,20:20:00,20:20-20:30,4235.635700,0.000000,2747.333000,4243.056300,3895.537523,3505.708427,4046.708368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4243.056300,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-7.420600,0.000000,4235.635700,4243.056300,-7.420600,2025-02-09 00:00:00
2025-02-09,123,20:30:00,20:30-20:40,4119.530000,0.000000,2823.760000,4138.320000,3903.555385,3529.566364,3945.935072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4138.320000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-18.790000,0.000000,4119.530000,4138.320000,-18.790000,2025-02-09 00:00:00
2025-02-09,124,20:40:00,20:40-20:50,4183.015700,0.000000,3011.756100,4290.690100,3930.749023,3571.126936,4097.317751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4290.690100,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-107.674400,0.000000,4183.015700,4290.690100,-107.674400,2025-02-09 00:00:00
2025-02-09,125,20:50:00,20:50-21:00,4323.796900,0.000000,2862.639200,4315.406100,3948.097795,3600.746055,4118.362625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4315.406100,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,8.390800,0.000000,4323.796900,4315.406100,8.390800,2025-02-09 00:00:00
2025-02-09,126,21:00:00,21:00-21:10,4357.820000,0.000000,2491.940000,4171.980000,3953.764103,3604.168182,3971.785697,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4171.980000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,185.840000,0.000000,4357.820000,4171.980000,185.840000,2025-02-09 00:00:00
2025-02-09,127,21:10:00,21:10-21:20,4213.920000,0.000000,2505.999800,4209.430000,3967.637103,3592.620436,4008.181741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4209.430000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,4.490000,0.000000,4213.920000,4209.430000,4.490000,2025-02-09 00:00:00
2025-02-09,128,21:20:00,21:20-21:30,4205.268500,0.000000,2673.021700,4246.214800,3944.084295,3558.375864,4046.713157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4246.214800,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-40.946300,0.000000,4205.268500,4246.214800,-40.946300,2025-02-09 00:00:00
2025-02-09,129,21:30:00,21:30-21:40,4375.330000,0.000000,2785.840000,4246.120000,3969.850256,3570.503636,4048.374523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4246.120000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,129.210000,0.000000,4375.330000,4246.120000,129.210000,2025-02-09 00:00:00
2025-02-09,130,21:40:00,21:40-21:50,4393.087000,0.000000,2825.389500,4309.744500,4103.102746,3652.280000,4110.688195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4309.744500,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,83.342500,0.000000,4393.087000,4309.744500,83.342500,2025-02-09 00:00:00
2025-02-09,131,21:50:00,21:50-22:00,3922.354700,0.000000,2579.198800,3982.239000,3734.576746,3349.213800,3787.276958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3982.239000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-59.884300,0.000000,3922.354700,3982.239000,-59.884300,2025-02-09 00:00:00
2025-02-09,132,22:00:00,22:00-22:10,3315.770000,0.000000,2278.770000,3400.510000,3079.590000,2835.176364,3215.550562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3400.510000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-84.740000,0.000000,3315.770000,3400.510000,-84.740000,2025-02-09 00:00:00
2025-02-09,133,22:10:00,22:10-22:20,3294.611000,0.000000,2401.045700,3218.530000,3016.725233,2784.495864,3040.425639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3218.530000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,76.081000,0.000000,3294.611000,3218.530000,76.081000,2025-02-09 00:00:00
2025-02-09,134,22:20:00,22:20-22:30,3336.750300,0.000000,2450.688400,3233.638900,3125.844026,2892.454964,3055.717535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3233.638900,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,103.111400,0.000000,3336.750300,3233.638900,103.111400,2025-02-09 00:00:00
2025-02-09,135,22:30:00,22:30-22:40,3202.520000,0.000000,2272.890000,3249.580000,3118.523333,2918.554545,3067.675222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3249.580000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-47.060000,0.000000,3202.520000,3249.580000,-47.060000,2025-02-09 00:00:00
2025-02-09,136,22:40:00,22:40-22:50,3171.377800,0.000000,2222.395300,3279.304000,3130.960131,2923.371055,3095.361543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3279.304000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-107.926200,0.000000,3171.377800,3279.304000,-107.926200,2025-02-09 00:00:00
2025-02-09,137,22:50:00,22:50-23:00,3200.109400,0.000000,2330.286800,3263.644200,3132.324238,2905.267236,3081.782172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3263.644200,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-63.534800,0.000000,3200.109400,3263.644200,-63.534800,2025-02-09 00:00:00
2025-02-09,138,23:00:00,23:00-23:10,3254.380000,0.000000,2410.130000,3249.250000,3129.684103,2896.171818,3068.924674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3249.250000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,5.130000,0.000000,3254.380000,3249.250000,5.130000,2025-02-09 00:00:00
2025-02-09,139,23:10:00,23:10-23:20,3353.795000,0.000000,2288.139900,3340.479200,3181.001721,2948.436764,3155.149536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3340.479200,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,13.315800,0.000000,3353.795000,3340.479200,13.315800,2025-02-09 00:00:00
2025-02-09,140,23:20:00,23:20-23:30,3358.624900,0.000000,2335.551800,3374.571200,3212.914251,2988.042273,3188.876691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3374.571200,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-15.946300,0.000000,3358.624900,3374.571200,-15.946300,2025-02-09 00:00:00
2025-02-09,141,23:30:00,23:30-23:40,3304.490000,0.000000,2467.630000,3290.750000,3215.304359,2962.422727,3109.436121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3290.750000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,13.740000,0.000000,3304.490000,3290.750000,13.740000,2025-02-09 00:00:00
2025-02-09,142,23:40:00,23:40-23:50,3371.549300,0.000000,2297.850300,3222.887500,3249.397987,2933.219991,3040.025702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3222.887500,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,148.661800,0.000000,3371.549300,3222.887500,148.661800,2025-02-09 00:00:00
2025-02-09,143,23:50:00,23:50-0:00+1,3456.392100,0.000000,2560.343400,3382.952700,3275.820162,3183.181791,3200.238035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3382.952700,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,73.439400,0.000000,3456.392100,3382.952700,73.439400,2025-02-09 00:00:00
2025-02-09,144,00:00+1,0:00-0:10+1,3455.920000,0.000000,3210.870000,3548.260000,3275.843590,3566.908182,3372.624723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3548.260000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-92.340000,0.000000,3455.920000,3548.260000,-92.340000,2025-02-09 00:00:00
2025-02-10,1,00:10:00,0:10-0:20,3379.593900,0.000000,3413.124300,3319.275900,3285.608372,3345.514782,3177.296023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3319.275900,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,60.318000,0.000000,3379.593900,3319.275900,60.318000,2025-02-10 00:00:00
2025-02-10,2,00:20:00,0:20-0:30,3383.497400,0.000000,3410.739100,3357.186400,3327.409877,3414.385400,3214.114420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3357.186400,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,26.311000,0.000000,3383.497400,3357.186400,26.311000,2025-02-10 00:00:00
2025-02-10,3,00:30:00,0:30-0:40,3448.160000,0.000000,3455.390000,3657.720000,3373.067000,3470.491071,3508.864458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3657.720000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-209.560000,0.000000,3448.160000,3657.720000,-209.560000,2025-02-10 00:00:00
2025-02-10,4,00:40:00,0:40-0:50,3401.815100,0.000000,3530.925900,3554.505800,3349.598810,3425.711229,3408.566123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3554.505800,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-152.690700,0.000000,3401.815100,3554.505800,-152.690700,2025-02-10 00:00:00
2025-02-10,5,00:50:00,0:50-1:00,3310.816900,0.000000,3640.198600,3451.873400,3350.076450,3420.803232,3309.324830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3451.873400,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-141.056500,0.000000,3310.816900,3451.873400,-141.056500,2025-02-10 00:00:00
2025-02-10,6,01:00:00,1:00-1:10,3342.050000,0.000000,3696.650000,3501.360000,3416.279000,3505.111786,3358.335360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3501.360000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-159.310000,0.000000,3342.050000,3501.360000,-159.310000,2025-02-10 00:00:00
2025-02-10,7,01:10:00,1:10-1:20,3590.707200,0.000000,3594.569100,3451.492400,3491.005857,3585.367571,3307.745358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3451.492400,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,139.214800,0.000000,3590.707200,3451.492400,139.214800,2025-02-10 00:00:00
2025-02-10,8,01:20:00,1:20-1:30,3724.373000,0.000000,3532.240700,3542.120600,3500.212390,3597.345336,3395.354235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3542.120600,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,182.252400,0.000000,3724.373000,3542.120600,182.252400,2025-02-10 00:00:00
2025-02-10,9,01:30:00,1:30-1:40,3618.870000,0.000000,3601.590000,3695.180000,3475.075500,3575.862500,3546.016053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3695.180000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-76.310000,0.000000,3618.870000,3695.180000,-76.310000,2025-02-10 00:00:00
2025-02-10,10,01:40:00,1:40-1:50,3472.403500,0.000000,3691.007900,3578.313900,3512.506970,3609.180896,3432.563606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3578.313900,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-105.910400,0.000000,3472.403500,3578.313900,-105.910400,2025-02-10 00:00:00
2025-02-10,11,01:50:00,1:50-2:00,3498.576300,0.000000,3622.851100,3604.263000,3542.777308,3641.727329,3456.745154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3604.263000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-105.686700,0.000000,3498.576300,3604.263000,-105.686700,2025-02-10 00:00:00
2025-02-10,12,02:00:00,2:00-2:10,3641.320000,0.000000,3532.570000,3829.910000,3545.118250,3648.529286,3676.229371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3829.910000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-188.590000,0.000000,3641.320000,3829.910000,-188.590000,2025-02-10 00:00:00
2025-02-10,13,02:10:00,2:10-2:20,3673.331300,0.000000,3718.293800,3880.908500,3574.338915,3664.808939,3728.611463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3880.908500,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-207.577200,0.000000,3673.331300,3880.908500,-207.577200,2025-02-10 00:00:00
2025-02-10,14,02:20:00,2:20-2:30,3749.984900,0.000000,3835.165200,3840.451300,3620.041840,3695.739554,3690.423497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3840.451300,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,-90.466400,0.000000,3749.984900,3840.451300,-90.466400,2025-02-10 00:00:00
2025-02-10,15,02:30:00,2:30-2:40,3838.850000,0.000000,3752.640000,3782.430000,3648.491750,3723.961071,3632.169188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3782.430000,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,56.420000,0.000000,3838.850000,3782.430000,56.420000,2025-02-10 00:00:00
2025-02-10,16,02:40:00,2:40-2:50,3747.938300,0.000000,3687.694100,3687.213200,3643.439862,3734.904121,3537.739920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3687.213200,load_pred_prev_week_kw,0.000000,pv_pred_prev_day_kw,60.725100,0.000000,3747.938300,3687.213200,60.725100,2025-02-10 00:00:00
