date,interval_index,source_time_label,output_interval_label,interval_end_timestamp,load_actual_kw,pv_actual_kw,price_actual,price_static,forecast_issue_time,forecast_lead_h,pv_forecast_kw
2025-02-02,85,14:10:00,14:10-14:20,2025-02-02 14:10:00,6343.924400,5466.544000,1.044100,1.000200,2025-02-02,15,4175.636800
2025-02-02,86,14:20:00,14:20-14:30,2025-02-02 14:20:00,6432.334600,5229.613300,1.063900,0.997800,2025-02-02,15,4175.636800
2025-02-02,87,14:30:00,14:30-14:40,2025-02-02 14:30:00,6412.670000,5032.087500,1.088900,1.027100,2025-02-02,15,4175.636800
2025-02-02,88,14:40:00,14:40-14:50,2025-02-02 14:40:00,6334.645000,4816.705900,1.102600,1.090600,2025-02-02,15,4175.636800
2025-02-02,89,14:50:00,14:50-15:00,2025-02-02 14:50:00,6283.515700,4446.811000,0.995100,0.937600,2025-02-02,15,4175.636800
2025-02-02,90,15:00:00,15:00-15:10,2025-02-02 15:00:00,6229.680000,3990.712500,0.820500,0.669400,2025-02-02,15,4175.636800
2025-02-02,91,15:10:00,15:10-15:20,2025-02-02 15:10:00,6095.822500,3664.434300,0.769600,0.660000,2025-02-02,16,2140.073800
2025-02-02,92,15:20:00,15:20-15:30,2025-02-02 15:20:00,6087.739000,3383.073300,0.824500,0.721700,2025-02-02,16,2140.073800
2025-02-02,93,15:30:00,15:30-15:40,2025-02-02 15:30:00,6190.570000,3070.350000,0.891400,0.730800,2025-02-02,16,2140.073800
2025-02-02,94,15:40:00,15:40-15:50,2025-02-02 15:40:00,6188.181900,2736.101000,0.893300,0.753400,2025-02-02,16,2140.073800
2025-02-02,95,15:50:00,15:50-16:00,2025-02-02 15:50:00,6219.206400,2390.116500,0.902400,0.782300,2025-02-02,16,2140.073800
2025-02-02,96,16:00:00,16:00-16:10,2025-02-02 16:00:00,6258.910000,2058.375000,0.931100,0.805500,2025-02-02,16,2140.073800
2025-02-02,97,16:10:00,16:10-16:20,2025-02-02 16:10:00,6141.167700,1767.997100,0.929500,0.827100,2025-02-02,17,411.119800
2025-02-02,98,16:20:00,16:20-16:30,2025-02-02 16:20:00,6137.488400,1483.767800,0.978900,0.851900,2025-02-02,17,411.119800
2025-02-02,99,16:30:00,16:30-16:40,2025-02-02 16:30:00,6224.490000,1193.062500,1.059100,0.879100,2025-02-02,17,411.119800
2025-02-02,100,16:40:00,16:40-16:50,2025-02-02 16:40:00,6105.919800,916.173900,1.058200,0.902400,2025-02-02,17,411.119800
2025-02-02,101,16:50:00,16:50-17:00,2025-02-02 16:50:00,6010.480200,651.190000,1.037300,0.916300,2025-02-02,17,411.119800
2025-02-02,102,17:00:00,17:00-17:10,2025-02-02 17:00:00,6029.990000,380.587500,1.042200,0.926400,2025-02-02,17,411.119800
2025-02-02,103,17:10:00,17:10-17:20,2025-02-02 17:10:00,6026.173800,112.356200,1.059800,0.946200,2025-02-02,18,0.000000
2025-02-02,104,17:20:00,17:20-17:30,2025-02-02 17:20:00,6032.261400,0.000000,1.081700,0.974200,2025-02-02,18,0.000000
2025-02-02,105,17:30:00,17:30-17:40,2025-02-02 17:30:00,6161.510000,0.000000,1.078200,0.986200,2025-02-02,18,0.000000
2025-02-02,106,17:40:00,17:40-17:50,2025-02-02 17:40:00,6305.160900,3.575800,1.043300,0.976000,2025-02-02,18,0.000000
2025-02-02,107,17:50:00,17:50-18:00,2025-02-02 17:50:00,5412.618400,0.000000,1.143000,1.074200,2025-02-02,18,0.000000
2025-02-02,108,18:00:00,18:00-18:10,2025-02-02 18:00:00,4082.260000,0.000000,1.307500,1.231300,2025-02-02,18,0.000000
2025-02-02,109,18:10:00,18:10-18:20,2025-02-02 18:10:00,4095.677000,0.256700,1.291300,1.256100,2025-02-02,19,0.000000
2025-02-02,110,18:20:00,18:20-18:30,2025-02-02 18:20:00,4472.501500,0.000000,1.258300,1.244700,2025-02-02,19,0.000000
2025-02-02,111,18:30:00,18:30-18:40,2025-02-02 18:30:00,4531.660000,0.000000,1.279900,1.254500,2025-02-02,19,0.000000
2025-02-02,112,18:40:00,18:40-18:50,2025-02-02 18:40:00,4527.633100,0.018400,1.263500,1.252200,2025-02-02,19,0.000000
2025-02-02,113,18:50:00,18:50-19:00,2025-02-02 18:50:00,4424.796000,0.000000,1.248100,1.288100,2025-02-02,19,0.000000
2025-02-02,114,19:00:00,19:00-19:10,2025-02-02 19:00:00,4323.770000,0.000000,1.261100,1.346600,2025-02-02,19,0.000000
2025-02-02,115,19:10:00,19:10-19:20,2025-02-02 19:10:00,4404.858100,0.001300,1.280900,1.352300,2025-02-02,20,0.000000
2025-02-02,116,19:20:00,19:20-19:30,2025-02-02 19:20:00,4312.818200,0.000000,1.278500,1.344500,2025-02-02,20,0.000000
2025-02-02,117,19:30:00,19:30-19:40,2025-02-02 19:30:00,4130.130000,0.000000,1.263200,1.348300,2025-02-02,20,0.000000
2025-02-02,118,19:40:00,19:40-19:50,2025-02-02 19:40:00,4288.835600,0.000000,1.266500,1.349000,2025-02-02,20,0.000000
2025-02-02,119,19:50:00,19:50-20:00,2025-02-02 19:50:00,4348.887100,0.000000,1.254000,1.347300,2025-02-02,20,0.000000
2025-02-02,120,20:00:00,20:00-20:10,2025-02-02 20:00:00,4231.890000,0.000000,1.236600,1.348200,2025-02-02,20,0.000000
2025-02-02,121,20:10:00,20:10-20:20,2025-02-02 20:10:00,4286.123100,0.000000,1.259200,1.351300,2025-02-02,21,0.000000
2025-02-02,122,20:20:00,20:20-20:30,2025-02-02 20:20:00,4243.056300,0.000000,1.254000,1.340000,2025-02-02,21,0.000000
2025-02-02,123,20:30:00,20:30-20:40,2025-02-02 20:30:00,4138.320000,0.000000,1.236200,1.348900,2025-02-02,21,0.000000
2025-02-02,124,20:40:00,20:40-20:50,2025-02-02 20:40:00,4290.690100,0.000000,1.267600,1.395200,2025-02-02,21,0.000000
2025-02-02,125,20:50:00,20:50-21:00,2025-02-02 20:50:00,4315.406100,0.000000,1.160000,1.222600,2025-02-02,21,0.000000
2025-02-02,126,21:00:00,21:00-21:10,2025-02-02 21:00:00,4171.980000,0.000000,0.965500,0.933200,2025-02-02,21,0.000000
2025-02-02,127,21:10:00,21:10-21:20,2025-02-02 21:10:00,4209.430000,0.000000,0.939600,0.906800,2025-02-02,22,0.000000
2025-02-02,128,21:20:00,21:20-21:30,2025-02-02 21:20:00,4246.214800,0.000000,0.942300,0.937100,2025-02-02,22,0.000000
2025-02-02,129,21:30:00,21:30-21:40,2025-02-02 21:30:00,4246.120000,0.000000,0.931700,0.937100,2025-02-02,22,0.000000
2025-02-02,130,21:40:00,21:40-21:50,2025-02-02 21:40:00,4309.744500,0.000000,0.970500,0.987100,2025-02-02,22,0.000000
2025-02-02,131,21:50:00,21:50-22:00,2025-02-02 21:50:00,3982.239000,0.000000,0.760000,0.776400,2025-02-02,22,0.000000
2025-02-02,132,22:00:00,22:00-22:10,2025-02-02 22:00:00,3400.510000,0.000000,0.412200,0.420900,2025-02-02,22,0.000000
2025-02-02,133,22:10:00,22:10-22:20,2025-02-02 22:10:00,3218.530000,0.000000,0.373500,0.385900,2025-02-02,23,0.000000
2025-02-02,134,22:20:00,22:20-22:30,2025-02-02 22:20:00,3233.638900,0.000000,0.425800,0.436800,2025-02-02,23,0.000000
2025-02-02,135,22:30:00,22:30-22:40,2025-02-02 22:30:00,3249.580000,0.000000,0.423600,0.419800,2025-02-02,23,0.000000
2025-02-02,136,22:40:00,22:40-22:50,2025-02-02 22:40:00,3279.304000,0.000000,0.436300,0.418600,2025-02-02,23,0.000000
2025-02-02,137,22:50:00,22:50-23:00,2025-02-02 22:50:00,3263.644200,0.000000,0.419300,0.424100,2025-02-02,23,0.000000
2025-02-02,138,23:00:00,23:00-23:10,2025-02-02 23:00:00,3249.250000,0.000000,0.387300,0.423700,2025-02-02,23,0.000000
2025-02-02,139,23:10:00,23:10-23:20,2025-02-02 23:10:00,3340.479200,0.000000,0.409300,0.424800,2025-02-02,24,0.000000
2025-02-02,140,23:20:00,23:20-23:30,2025-02-02 23:20:00,3374.571200,0.000000,0.416600,0.424000,2025-02-02,24,0.000000
2025-02-02,141,23:30:00,23:30-23:40,2025-02-02 23:30:00,3290.750000,0.000000,0.402900,0.422000,2025-02-02,24,0.000000
2025-02-02,142,23:40:00,23:40-23:50,2025-02-02 23:40:00,3222.887500,0.000000,0.430800,0.424000,2025-02-02,24,0.000000
2025-02-02,143,23:50:00,23:50-0:00+1,2025-02-02 23:50:00,3382.952700,0.000000,0.451400,0.427100,2025-02-02,24,0.000000
2025-02-02,144,00:00+1,0:00-0:10+1,2025-02-03 00:00:00,3548.260000,0.000000,0.440600,0.427600,2025-02-02,24,0.000000
2025-02-03,1,00:10:00,0:10-0:20,2025-02-03 00:10:00,3319.275900,0.000000,0.423100,0.424800,2025-02-03,1,0.000000
2025-02-03,2,00:20:00,0:20-0:30,2025-02-03 00:20:00,3357.186400,0.000000,0.404200,0.424500,2025-02-03,1,0.000000
2025-02-03,3,00:30:00,0:30-0:40,2025-02-03 00:30:00,3657.720000,0.000000,0.404000,0.426900,2025-02-03,1,0.000000
2025-02-03,4,00:40:00,0:40-0:50,2025-02-03 00:40:00,3554.505800,0.000000,0.436700,0.427200,2025-02-03,1,0.000000
2025-02-03,5,00:50:00,0:50-1:00,2025-02-03 00:50:00,3451.873400,0.000000,0.417700,0.427100,2025-02-03,1,0.000000
2025-02-03,6,01:00:00,1:00-1:10,2025-02-03 01:00:00,3501.360000,0.000000,0.370900,0.428500,2025-02-03,1,0.000000
2025-02-03,7,01:10:00,1:10-1:20,2025-02-03 01:10:00,3451.492400,0.000000,0.400800,0.431100,2025-02-03,2,0.000000
2025-02-03,8,01:20:00,1:20-1:30,2025-02-03 01:20:00,3542.120600,0.000000,0.407100,0.430200,2025-02-03,2,0.000000
2025-02-03,9,01:30:00,1:30-1:40,2025-02-03 01:30:00,3695.180000,0.000000,0.384400,0.427900,2025-02-03,2,0.000000
2025-02-03,10,01:40:00,1:40-1:50,2025-02-03 01:40:00,3578.313900,0.000000,0.429600,0.431200,2025-02-03,2,0.000000
2025-02-03,11,01:50:00,1:50-2:00,2025-02-03 01:50:00,3604.263000,0.000000,0.463600,0.433300,2025-02-03,2,0.000000
2025-02-03,12,02:00:00,2:00-2:10,2025-02-03 02:00:00,3829.910000,0.000000,0.451100,0.431100,2025-02-03,2,0.000000
2025-02-03,13,02:10:00,2:10-2:20,2025-02-03 02:10:00,3880.908500,0.000000,0.443700,0.429300,2025-02-03,3,0.000000
2025-02-03,14,02:20:00,2:20-2:30,2025-02-03 02:20:00,3840.451300,0.000000,0.479000,0.432400,2025-02-03,3,0.000000
2025-02-03,15,02:30:00,2:30-2:40,2025-02-03 02:30:00,3782.430000,0.000000,0.505000,0.436700,2025-02-03,3,0.000000
2025-02-03,16,02:40:00,2:40-2:50,2025-02-03 02:40:00,3687.213200,0.000000,0.439000,0.434800,2025-02-03,3,0.000000
2025-02-03,17,02:50:00,2:50-3:00,2025-02-03 02:50:00,3675.263900,0.000000,0.413900,0.433500,2025-02-03,3,0.000000
2025-02-03,18,03:00:00,3:00-3:10,2025-02-03 03:00:00,3798.750000,0.000000,0.463500,0.435700,2025-02-03,3,0.000000
2025-02-03,19,03:10:00,3:10-3:20,2025-02-03 03:10:00,3984.467700,0.000000,0.486400,0.437400,2025-02-03,4,0.000000
2025-02-03,20,03:20:00,3:20-3:30,2025-02-03 03:20:00,4080.771400,0.000000,0.456400,0.437100,2025-02-03,4,0.000000
2025-02-03,21,03:30:00,3:30-3:40,2025-02-03 03:30:00,4010.120000,0.000000,0.433100,0.435600,2025-02-03,4,0.000000
2025-02-03,22,03:40:00,3:40-3:50,2025-02-03 03:40:00,3846.485100,0.000000,0.488400,0.435300,2025-02-03,4,0.000000
2025-02-03,23,03:50:00,3:50-4:00,2025-02-03 03:50:00,3882.675600,0.000000,0.491900,0.436000,2025-02-03,4,0.000000
2025-02-03,24,04:00:00,4:00-4:10,2025-02-03 04:00:00,4079.420000,0.000000,0.442100,0.437800,2025-02-03,4,0.000000
2025-02-03,25,04:10:00,4:10-4:20,2025-02-03 04:10:00,4136.854700,0.000000,0.470000,0.440100,2025-02-03,5,0.000000
2025-02-03,26,04:20:00,4:20-4:30,2025-02-03 04:20:00,4238.444400,0.000000,0.516200,0.438900,2025-02-03,5,0.000000
2025-02-03,27,04:30:00,4:30-4:40,2025-02-03 04:30:00,4297.050000,0.000000,0.520900,0.436400,2025-02-03,5,0.000000
2025-02-03,28,04:40:00,4:40-4:50,2025-02-03 04:40:00,4021.408200,0.000000,0.489100,0.439300,2025-02-03,5,0.000000
2025-02-03,29,04:50:00,4:50-5:00,2025-02-03 04:50:00,3863.460900,0.000000,0.485000,0.442200,2025-02-03,5,0.000000
2025-02-03,30,05:00:00,5:00-5:10,2025-02-03 05:00:00,3942.060000,0.000000,0.498500,0.439500,2025-02-03,5,0.000000
2025-02-03,31,05:10:00,5:10-5:20,2025-02-03 05:10:00,3947.500600,0.000000,0.461700,0.433300,2025-02-03,6,0.000000
2025-02-03,32,05:20:00,5:20-5:30,2025-02-03 05:20:00,3942.765800,0.013500,0.428800,0.443900,2025-02-03,6,0.000000
2025-02-03,33,05:30:00,5:30-5:40,2025-02-03 05:30:00,3952.290000,0.000000,0.419100,0.430100,2025-02-03,6,0.000000
2025-02-03,34,05:40:00,5:40-5:50,2025-02-03 05:40:00,3985.060400,0.000000,0.438400,0.371300,2025-02-03,6,0.000000
2025-02-03,35,05:50:00,5:50-6:00,2025-02-03 05:50:00,4499.557600,0.187600,0.687700,0.570800,2025-02-03,6,0.000000
2025-02-03,36,06:00:00,6:00-6:10,2025-02-03 06:00:00,5189.980000,0.000000,1.025700,0.909900,2025-02-03,6,0.000000
2025-02-03,37,06:10:00,6:10-6:20,2025-02-03 06:10:00,5241.414500,0.000000,1.073400,0.936800,2025-02-03,7,408.010300
2025-02-03,38,06:20:00,6:20-6:30,2025-02-03 06:20:00,5279.281200,2.612500,1.058500,0.875800,2025-02-03,7,408.010300
2025-02-03,39,06:30:00,6:30-6:40,2025-02-03 06:30:00,5482.360000,0.000000,1.096800,0.875900,2025-02-03,7,408.010300
2025-02-03,40,06:40:00,6:40-6:50,2025-02-03 06:40:00,5399.224900,0.000000,1.075100,0.860100,2025-02-03,7,408.010300
2025-02-03,41,06:50:00,6:50-7:00,2025-02-03 06:50:00,5309.691500,140.482300,1.034700,0.844200,2025-02-03,7,408.010300
2025-02-03,42,07:00:00,7:0-7:10,2025-02-03 07:00:00,5379.840000,433.350000,1.004900,0.833400,2025-02-03,7,408.010300
2025-02-03,43,07:10:00,7:10-7:20,2025-02-03 07:10:00,5474.776300,744.155500,0.973800,0.809200,2025-02-03,8,2205.311500
2025-02-03,44,07:20:00,7:20-7:30,2025-02-03 07:20:00,5479.928000,1066.853400,0.972400,0.797200,2025-02-03,8,2205.311500
2025-02-03,45,07:30:00,7:30-7:40,2025-02-03 07:30:00,5338.100000,1389.675000,0.952900,0.764400,2025-02-03,8,2205.311500
2025-02-03,46,07:40:00,7:40-7:50,2025-02-03 07:40:00,5211.663400,1691.721300,0.866300,0.689900,2025-02-03,8,2205.311500
2025-02-03,47,07:50:00,7:50-8:00,2025-02-03 07:50:00,5884.265600,2065.669100,1.004000,0.860000,2025-02-03,8,2205.311500
2025-02-03,48,08:00:00,8:00-8:10,2025-02-03 08:00:00,6901.390000,2476.012500,1.292200,1.161700,2025-02-03,8,2205.311500
2025-02-03,49,08:10:00,8:10-8:20,2025-02-03 08:10:00,6957.866000,2776.708200,1.344700,1.168300,2025-02-03,9,3914.394900
2025-02-03,50,08:20:00,8:20-8:30,2025-02-03 08:20:00,6874.303600,3006.506600,1.320600,1.095600,2025-02-03,9,3914.394900
2025-02-03,51,08:30:00,8:30-8:40,2025-02-03 08:30:00,7031.010000,3227.362500,1.321900,1.084900,2025-02-03,9,3914.394900
2025-02-03,52,08:40:00,8:40-8:50,2025-02-03 08:40:00,6975.413900,3478.369700,1.276500,1.061000,2025-02-03,9,3914.394900
2025-02-03,53,08:50:00,8:50-9:00,2025-02-03 08:50:00,6867.292600,3798.468300,1.208400,1.043000,2025-02-03,9,3914.394900
2025-02-03,54,09:00:00,9:00-9:10,2025-02-03 09:00:00,6931.270000,4054.162500,1.176000,1.036000,2025-02-03,9,3914.394900
2025-02-03,55,09:10:00,9:10-9:20,2025-02-03 09:10:00,7168.472400,4072.890200,1.211300,1.014700,2025-02-03,10,5138.312800
2025-02-03,56,09:20:00,9:20-9:30,2025-02-03 09:20:00,7113.876100,4200.781300,1.212100,0.992200,2025-02-03,10,5138.312800
2025-02-03,57,09:30:00,9:30-9:40,2025-02-03 09:30:00,6903.410000,4557.975000,1.174900,0.970000,2025-02-03,10,5138.312800
2025-02-03,58,09:40:00,9:40-9:50,2025-02-03 09:40:00,7092.186600,4928.018900,1.184300,0.942200,2025-02-03,10,5138.312800
2025-02-03,59,09:50:00,9:50-10:00,2025-02-03 09:50:00,7081.993800,5184.455100,1.151800,0.956900,2025-02-03,10,5138.312800
2025-02-03,60,10:00:00,10:00-10:10,2025-02-03 10:00:00,6787.060000,5366.325000,1.073600,0.997700,2025-02-03,10,5138.312800
2025-02-03,61,10:10:00,10:10-10:20,2025-02-03 10:10:00,6763.292100,5587.164300,1.049000,0.991900,2025-02-03,11,5560.281500
2025-02-03,62,10:20:00,10:20-10:30,2025-02-03 10:20:00,6902.835800,5708.239600,1.074400,0.958800,2025-02-03,11,5560.281500
2025-02-03,63,10:30:00,10:30-10:40,2025-02-03 10:30:00,7016.310000,5663.625000,1.124900,0.954900,2025-02-03,11,5560.281500
2025-02-03,64,10:40:00,10:40-10:50,2025-02-03 10:40:00,7015.326100,5591.065200,1.143400,0.983900,2025-02-03,11,5560.281500
2025-02-03,65,10:50:00,10:50-11:00,2025-02-03 10:50:00,6849.193400,5868.117100,0.938400,0.799000,2025-02-03,11,5560.281500
2025-02-03,66,11:00:00,11:00-11:10,2025-02-03 11:00:00,6633.220000,6356.212500,0.662200,0.502500,2025-02-03,11,5560.281500
2025-02-03,67,11:10:00,11:10-11:20,2025-02-03 11:10:00,6591.631400,6486.261300,0.680400,0.466200,2025-02-03,12,5718.690300
2025-02-03,68,11:20:00,11:20-11:30,2025-02-03 11:20:00,6748.006900,6277.212100,0.716100,0.500700,2025-02-03,12,5718.690300
2025-02-03,69,11:30:00,11:30-11:40,2025-02-03 11:30:00,6939.410000,6171.037500,0.660500,0.482700,2025-02-03,12,5718.690300
2025-02-03,70,11:40:00,11:40-11:50,2025-02-03 11:40:00,6906.444800,6571.244400,0.670700,0.478500,2025-02-03,12,5718.690300
2025-02-03,71,11:50:00,11:50-12:00,2025-02-03 11:50:00,6557.151200,6690.523400,0.643400,0.466200,2025-02-03,12,5718.690300
2025-02-03,72,12:00:00,12:00-12:10,2025-02-03 12:00:00,6179.160000,6392.925000,0.571600,0.443200,2025-02-03,12,5718.690300
2025-02-03,73,12:10:00,12:10-12:20,2025-02-03 12:10:00,6201.023700,6307.058800,0.579200,0.441100,2025-02-03,13,5557.503300
2025-02-03,74,12:20:00,12:20-12:30,2025-02-03 12:20:00,6283.735500,6314.562100,0.653300,0.455100,2025-02-03,13,5557.503300
2025-02-03,75,12:30:00,12:30-12:40,2025-02-03 12:30:00,6205.790000,6165.937500,0.692500,0.446300,2025-02-03,13,5557.503300
2025-02-03,76,12:40:00,12:40-12:50,2025-02-03 12:40:00,6101.817800,5821.114300,0.632700,0.411300,2025-02-03,13,5557.503300
2025-02-03,77,12:50:00,12:50-13:00,2025-02-03 12:50:00,6256.268100,5782.320400,0.752300,0.568200,2025-02-03,13,5557.503300
2025-02-03,78,13:00:00,13:00-13:10,2025-02-03 13:00:00,6478.480000,5978.475000,0.996400,0.827900,2025-02-03,13,5557.503300
2025-02-03,79,13:10:00,13:10-13:20,2025-02-03 13:10:00,6326.587900,5853.539000,1.020800,0.863600,2025-02-03,14,4633.334900
2025-02-03,80,13:20:00,13:20-13:30,2025-02-03 13:20:00,6353.291100,5725.729500,0.995600,0.841600,2025-02-03,14,4633.334900
2025-02-03,81,13:30:00,13:30-13:40,2025-02-03 13:30:00,6521.170000,5717.812500,1.019300,0.861800,2025-02-03,14,4633.334900
2025-02-03,82,13:40:00,13:40-13:50,2025-02-03 13:40:00,6262.983200,5602.893300,1.012200,0.862300,2025-02-03,14,4633.334900
2025-02-03,83,13:50:00,13:50-14:00,2025-02-03 13:50:00,6229.815900,5440.424600,1.002400,0.902600,2025-02-03,14,4633.334900
2025-02-03,84,14:00:00,14:00-14:10,2025-02-03 14:00:00,6481.060000,5316.112500,1.015300,0.975400,2025-02-03,14,4633.334900
2025-02-03,85,14:10:00,14:10-14:20,2025-02-03 14:10:00,6403.188700,5250.426600,1.039700,1.000200,2025-02-03,15,3703.421600
2025-02-03,86,14:20:00,14:20-14:30,2025-02-03 14:20:00,6297.015500,5201.108700,1.045700,0.997800,2025-02-03,15,3703.421600
2025-02-03,87,14:30:00,14:30-14:40,2025-02-03 14:30:00,6333.330000,5073.112500,1.067000,1.027100,2025-02-03,15,3703.421600
2025-02-03,88,14:40:00,14:40-14:50,2025-02-03 14:40:00,6361.460900,4772.107400,1.137600,1.090600,2025-02-03,15,3703.421600
2025-02-03,89,14:50:00,14:50-15:00,2025-02-03 14:50:00,6413.901200,4358.351600,1.038300,0.937600,2025-02-03,15,3703.421600
2025-02-03,90,15:00:00,15:00-15:10,2025-02-03 15:00:00,6453.940000,3956.325000,0.843300,0.669400,2025-02-03,15,3703.421600
2025-02-03,91,15:10:00,15:10-15:20,2025-02-03 15:10:00,6363.650500,3659.480500,0.855600,0.660000,2025-02-03,16,2083.404900
2025-02-03,92,15:20:00,15:20-15:30,2025-02-03 15:20:00,6180.955500,3343.008900,0.877000,0.721700,2025-02-03,16,2083.404900
2025-02-03,93,15:30:00,15:30-15:40,2025-02-03 15:30:00,6087.240000,2974.875000,0.833700,0.730800,2025-02-03,16,2083.404900
2025-02-03,94,15:40:00,15:40-15:50,2025-02-03 15:40:00,6224.877400,2652.688300,0.860200,0.753400,2025-02-03,16,2083.404900
2025-02-03,95,15:50:00,15:50-16:00,2025-02-03 15:50:00,6192.943400,2399.242000,0.913500,0.782300,2025-02-03,16,2083.404900
2025-02-03,96,16:00:00,16:00-16:10,2025-02-03 16:00:00,6034.000000,2150.400000,0.955900,0.805500,2025-02-03,16,2083.404900
2025-02-03,97,16:10:00,16:10-16:20,2025-02-03 16:10:00,6176.378700,1816.569000,0.991700,0.827100,2025-02-03,17,362.868700
2025-02-03,98,16:20:00,16:20-16:30,2025-02-03 16:20:00,6286.849100,1470.017700,0.987600,0.851900,2025-02-03,17,362.868700
2025-02-03,99,16:30:00,16:30-16:40,2025-02-03 16:30:00,6225.270000,1162.275000,0.979100,0.879100,2025-02-03,17,362.868700
2025-02-03,100,16:40:00,16:40-16:50,2025-02-03 16:40:00,6188.045100,884.516800,1.040800,0.902400,2025-02-03,17,362.868700
2025-02-03,101,16:50:00,16:50-17:00,2025-02-03 16:50:00,6160.835900,633.217900,1.089400,0.916300,2025-02-03,17,362.868700
2025-02-03,102,17:00:00,17:00-17:10,2025-02-03 17:00:00,6129.450000,383.287500,1.097200,0.926400,2025-02-03,17,362.868700
2025-02-03,103,17:10:00,17:10-17:20,2025-02-03 17:10:00,6127.431800,124.873200,1.112800,0.946200,2025-02-03,18,0.000000
2025-02-03,104,17:20:00,17:20-17:30,2025-02-03 17:20:00,6152.237300,0.000000,1.106500,0.974200,2025-02-03,18,0.000000
2025-02-03,105,17:30:00,17:30-17:40,2025-02-03 17:30:00,6224.140000,0.000000,1.081000,0.986200,2025-02-03,18,0.000000
2025-02-03,106,17:40:00,17:40-17:50,2025-02-03 17:40:00,6233.938400,2.663600,1.090600,0.976000,2025-02-03,18,0.000000
2025-02-03,107,17:50:00,17:50-18:00,2025-02-03 17:50:00,5481.138700,0.000000,1.179600,1.074200,2025-02-03,18,0.000000
2025-02-03,108,18:00:00,18:00-18:10,2025-02-03 18:00:00,4401.830000,0.000000,1.290700,1.231300,2025-02-03,18,0.000000
2025-02-03,109,18:10:00,18:10-18:20,2025-02-03 18:10:00,4245.851600,0.191200,1.311300,1.256100,2025-02-03,19,0.000000
2025-02-03,110,18:20:00,18:20-18:30,2025-02-03 18:20:00,4405.067400,0.000000,1.298900,1.244700,2025-02-03,19,0.000000
2025-02-03,111,18:30:00,18:30-18:40,2025-02-03 18:30:00,4386.010000,0.000000,1.300300,1.254500,2025-02-03,19,0.000000
2025-02-03,112,18:40:00,18:40-18:50,2025-02-03 18:40:00,4283.126600,0.013700,1.303800,1.252200,2025-02-03,19,0.000000
2025-02-03,113,18:50:00,18:50-19:00,2025-02-03 18:50:00,4170.837200,0.000000,1.286100,1.288100,2025-02-03,19,0.000000
2025-02-03,114,19:00:00,19:00-19:10,2025-02-03 19:00:00,4144.740000,0.000000,1.259000,1.346600,2025-02-03,19,0.000000
2025-02-03,115,19:10:00,19:10-19:20,2025-02-03 19:10:00,4275.997200,0.000000,1.260400,1.352300,2025-02-03,20,0.000000
2025-02-03,116,19:20:00,19:20-19:30,2025-02-03 19:20:00,4411.105900,0.000000,1.281000,1.344500,2025-02-03,20,0.000000
2025-02-03,117,19:30:00,19:30-19:40,2025-02-03 19:30:00,4428.690000,0.000000,1.295700,1.348300,2025-02-03,20,0.000000
2025-02-03,118,19:40:00,19:40-19:50,2025-02-03 19:40:00,4335.920600,0.000000,1.288300,1.349000,2025-02-03,20,0.000000
2025-02-03,119,19:50:00,19:50-20:00,2025-02-03 19:50:00,4291.463100,0.000000,1.290500,1.347300,2025-02-03,20,0.000000
2025-02-03,120,20:00:00,20:00-20:10,2025-02-03 20:00:00,4306.970000,0.000000,1.292500,1.348200,2025-02-03,20,0.000000
2025-02-03,121,20:10:00,20:10-20:20,2025-02-03 20:10:00,4269.923900,0.000000,1.253400,1.351300,2025-02-03,21,0.000000
2025-02-03,122,20:20:00,20:20-20:30,2025-02-03 20:20:00,4298.328800,0.000000,1.222600,1.340000,2025-02-03,21,0.000000
2025-02-03,123,20:30:00,20:30-20:40,2025-02-03 20:30:00,4377.610000,0.000000,1.256800,1.348900,2025-02-03,21,0.000000
2025-02-03,124,20:40:00,20:40-20:50,2025-02-03 20:40:00,4344.978000,0.000000,1.332500,1.395200,2025-02-03,21,0.000000
2025-02-03,125,20:50:00,20:50-21:00,2025-02-03 20:50:00,4218.956000,0.000000,1.189800,1.222600,2025-02-03,21,0.000000
2025-02-03,126,21:00:00,21:00-21:10,2025-02-03 21:00:00,4184.900000,0.000000,0.934500,0.933200,2025-02-03,21,0.000000
2025-02-03,127,21:10:00,21:10-21:20,2025-02-03 21:10:00,4391.667800,0.000000,0.940700,0.906800,2025-02-03,22,0.000000
2025-02-03,128,21:20:00,21:20-21:30,2025-02-03 21:20:00,4394.678900,0.000000,0.974200,0.937100,2025-02-03,22,0.000000
2025-02-03,129,21:30:00,21:30-21:40,2025-02-03 21:30:00,4285.050000,0.000000,0.957600,0.937100,2025-02-03,22,0.000000
2025-02-03,130,21:40:00,21:40-21:50,2025-02-03 21:40:00,4493.103800,0.000000,1.008300,0.987100,2025-02-03,22,0.000000
2025-02-03,131,21:50:00,21:50-22:00,2025-02-03 21:50:00,4123.849700,0.000000,0.793200,0.776400,2025-02-03,22,0.000000
2025-02-03,132,22:00:00,22:00-22:10,2025-02-03 22:00:00,3293.370000,0.000000,0.431000,0.420900,2025-02-03,22,0.000000
2025-02-03,133,22:10:00,22:10-22:20,2025-02-03 22:10:00,3105.117400,0.000000,0.412700,0.385900,2025-02-03,23,0.000000
2025-02-03,134,22:20:00,22:20-22:30,2025-02-03 22:20:00,3229.590700,0.000000,0.459100,0.436800,2025-02-03,23,0.000000
